player,nation,pos,squad,comp,age,born,90s,gls,sh,sot,sot%,sh/90,sot/90,g/sh,g/sot,dist,fk,pk,pkatt,xg,npxg,npxg/sh,g-xg,np:g-xg
Chadi Riad,MAR,MF,Barcelona,La Liga,19,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nico Ribaudo,ESP,MF,Espanyol,La Liga,21,2001,13.9,1,33,11,33.3,2.38,0.79,0.03,0.09,20.4,3.0,0,0,3.7,3.7,0.11,-2.7,-2.7
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,22,1999,17.9,3,17,7,41.2,0.95,0.39,0.18,0.43,9.5,0.0,0,0,1.8,1.8,0.11,1.2,1.2
Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,23.0,2,21,7,33.3,0.91,0.3,0.1,0.29,21.5,0.0,0,0,1.7,1.7,0.08,0.3,0.3
Declan Rice,ENG,MF,West Ham,Premier League,23,1999,36.4,4,35,8,22.9,0.96,0.22,0.11,0.5,23.6,1.0,0,1,2.4,1.6,0.05,1.6,2.4
Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,5.0,0,4,0,0.0,0.81,0.0,0.0,0.0,9.1,0.0,0,0,0.7,0.7,0.18,-0.7,-0.7
Richarlison,BRA,FW,Tottenham,Premier League,25,1997,11.2,1,27,14,51.9,2.41,1.25,0.04,0.07,12.6,0.0,0,0,3.3,3.3,0.12,-2.3,-2.3
Marco Richter,GER,FW,Hertha BSC,Bundesliga,24,1997,20.4,6,49,15,30.6,2.4,0.74,0.12,0.4,22.3,4.0,0,0,3.7,3.7,0.08,2.3,2.3
Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,18.3,0,9,3,33.3,0.49,0.16,0.0,0.0,27.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,25,1996,0.7,0,1,0,0.0,1.41,0.0,0.0,0.0,14.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34.0,0,1,0,0.0,0.03,0.0,0.0,0.0,11.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,28.4,0,11,3,27.3,0.39,0.11,0.0,0.0,22.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6
Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,6.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Renaud Ripart,FRA,FW,Troyes,Ligue 1,29,1993,14.7,4,39,14,35.9,2.66,0.95,0.1,0.29,16.0,0.0,0,0,3.5,3.5,0.09,0.5,0.5
Rodrigo Riquelme,ESP,MF,Girona,La Liga,22,2000,24.2,4,56,22,39.3,2.31,0.91,0.07,0.18,20.0,2.0,0,0,4.0,4.0,0.07,0.0,0.0
Matt Ritchie,SCO,MF,Newcastle Utd,Premier League,32,1989,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Sergi Roberto,ESP,DF,Barcelona,La Liga,30,1992,14.5,4,18,6,33.3,1.24,0.41,0.22,0.67,15.6,0.0,0,0,2.4,2.4,0.13,1.6,1.6
Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,31.6,2,37,7,18.9,1.17,0.22,0.05,0.29,25.4,4.0,0,0,2.6,2.6,0.07,-0.6,-0.6
Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,28.7,0,13,2,15.4,0.45,0.07,0.0,0.0,14.5,0.0,0,0,1.3,1.3,0.11,-1.3,-1.3
Antonee Robinson,USA,DF,Fulham,Premier League,24,1997,34.3,0,3,0,0.0,0.09,0.0,0.0,0.0,25.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Joel Robles,ESP,GK,Leeds United,Premier League,32,1990,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Joel Roca,ESP,FW,Girona,La Liga,17,2005,0.9,0,4,2,50.0,4.29,2.14,0.0,0.0,18.3,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,25.7,1,35,13,37.1,1.36,0.51,0.03,0.08,22.3,4.0,0,0,2.1,2.1,0.06,-1.1,-1.1
Enzo Roco,CHI,DF,Elche,La Liga,29,1992,18.4,0,10,3,30.0,0.54,0.16,0.0,0.0,10.3,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,15.7,4,9,4,44.4,0.57,0.25,0.44,1.0,18.7,0.0,0,0,0.9,0.9,0.1,3.1,3.1
Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,15.7,1,7,2,28.6,0.44,0.13,0.14,0.5,6.9,0.0,0,0,0.9,0.9,0.13,0.1,0.1
Rodri,ESP,MF,Manchester City,Premier League,26,1996,32.3,2,50,14,28.0,1.55,0.43,0.04,0.14,17.1,0.0,0,0,4.6,4.6,0.09,-2.6,-2.6
Rodrigo,ESP,FW,Leeds United,Premier League,31,1991,21.5,13,66,25,37.9,3.07,1.16,0.18,0.48,15.8,2.0,1,1,8.1,7.3,0.11,4.9,4.7
Rodrigo,ESP,FW,Betis,La Liga,22,2000,17.8,2,15,6,40.0,0.84,0.34,0.13,0.33,17.4,0.0,0,0,1.4,1.4,0.1,0.6,0.6
Ángel Rodríguez,ESP,FW,Mallorca,La Liga,35,1987,4.4,1,13,6,46.2,2.97,1.37,0.08,0.17,13.1,0.0,0,0,2.8,2.8,0.21,-1.8,-1.8
Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,19.7,2,43,17,39.5,2.18,0.86,0.05,0.12,24.6,10.0,0,0,3.6,3.6,0.08,-1.6,-1.6
Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,23.3,3,25,10,40.0,1.07,0.43,0.12,0.3,17.9,0.0,0,0,2.4,2.4,0.1,0.6,0.6
Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,31.9,1,22,6,27.3,0.69,0.19,0.05,0.17,24.0,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2
Miguel Rodríguez,ESP,DF,Celta Vigo,La Liga,19,2003,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,18.8,0.0,0,0,0.2,0.2,0.07,0.8,0.8
Pablo Rodríguez,ESP,DF,Lecce,Serie A,20,2001,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,29.7,0,11,4,36.4,0.37,0.13,0.0,0.0,23.9,1.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Rodrygo,BRA,FW,Real Madrid,La Liga,21,2001,26.4,9,97,31,32.0,3.67,1.17,0.08,0.26,16.6,8.0,1,1,13.7,12.9,0.13,-4.7,-4.9
Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,12.3,0,3,0,0.0,0.24,0.0,0.0,0.0,14.8,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3
Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,15.8,0,5,0,0.0,0.32,0.0,0.0,0.0,7.6,0.0,0,0,0.8,0.8,0.16,-0.8,-0.8
Rogério,BRA,DF,Sassuolo,Serie A,24,1998,33.3,0,15,5,33.3,0.45,0.15,0.0,0.0,23.4,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Merlin Röhl,GER,MF,Freiburg,Bundesliga,20,2002,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,32.5,2,13,5,38.5,0.4,0.15,0.15,0.4,11.9,0.0,0,0,1.4,1.4,0.11,0.6,0.6
Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,1.9,0,1,0,0.0,0.54,0.0,0.0,0.0,11.2,0.0,0,0,0.0,0.0,0.01,0.0,0.0
Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,26.3,0,11,2,18.2,0.42,0.08,0.0,0.0,12.3,0.0,0,0,1.5,1.5,0.13,-1.5,-1.5
Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Luka Romero,ARG,FW,Lazio,Serie A,17,2004,1.7,1,5,1,20.0,2.98,0.6,0.2,1.0,15.7,0.0,0,0,0.9,0.9,0.17,0.1,0.1
Oriol Romeu,ESP,MF,Southampton,Premier League,30,1991,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Oriol Romeu,ESP,MF,Girona,La Liga,30,1991,32.8,2,24,5,20.8,0.73,0.15,0.08,0.4,17.8,0.0,0,0,1.8,1.8,0.07,0.2,0.2
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37,1985,5.8,1,25,6,24.0,4.29,1.03,0.04,0.17,17.7,1.0,0,0,1.9,1.9,0.08,-0.9,-0.9
Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Salomón Rondón,VEN,FW,Everton,Premier League,32,1989,1.2,0,4,1,25.0,3.3,0.83,0.0,0.0,19.3,0.0,0,0,0.8,0.8,0.2,-0.8,-0.8
Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,33.7,1,22,4,18.2,0.65,0.12,0.05,0.25,20.0,0.0,0,0,1.7,1.7,0.08,-0.7,-0.7
Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,32.9,3,19,5,26.3,0.58,0.15,0.16,0.6,20.6,0.0,0,0,1.1,1.1,0.06,1.9,1.9
Pablo Rosario,NED,MF,Nice,Ligue 1,25,1997,19.6,0,10,2,20.0,0.51,0.1,0.0,0.0,16.3,0.0,0,0,0.9,0.9,0.09,-0.9,-0.9
Francesco Rossi,ITA,GK,Atalanta,Serie A,31,1991,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Tom Rothe,GER,DF,Dortmund,Bundesliga,17,2004,0.3,0,1,0,0.0,3.46,0.0,0.0,0.0,7.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Joe Rothwell,ENG,MF,Bournemouth,Premier League,27,1995,11.3,0,3,2,66.7,0.27,0.18,0.0,0.0,24.1,1.0,0,0,0.2,0.2,0.05,-0.2,-0.2
Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,36.8,2,19,10,52.6,0.52,0.27,0.11,0.2,9.0,0.0,0,0,3.3,3.3,0.17,-1.3,-1.3
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,29,1993,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,29,1993,10.6,0,9,2,22.2,0.85,0.19,0.0,0.0,22.1,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5
Nicolò Rovella,ITA,MF,Monza,Serie A,20,2001,19.3,1,21,6,28.6,1.09,0.31,0.05,0.17,25.5,1.0,0,0,1.2,1.2,0.06,-0.2,-0.2
Nicolò Rovella,ITA,MF,Juventus,Serie A,20,2001,0.3,0,2,0,0.0,6.67,0.0,0.0,0.0,27.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,27.2,2,21,3,14.3,0.77,0.11,0.1,0.67,13.4,0.0,0,0,1.8,1.8,0.09,0.2,0.2
Ruan,BRA,DF,Sassuolo,Serie A,23,1999,19.0,0,5,1,20.0,0.26,0.05,0.0,0.0,10.4,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5
Rubén,ESP,FW,Espanyol,La Liga,21,2001,9.9,0,9,0,0.0,0.91,0.0,0.0,0.0,19.1,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,26.8,1,22,4,18.2,0.82,0.15,0.05,0.25,14.8,0.0,0,0,1.8,1.8,0.08,-0.8,-0.8
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,8.8,0,5,2,40.0,0.57,0.23,0.0,0.0,29.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,6.3,0,4,1,25.0,0.64,0.16,0.0,0.0,12.1,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,20,2002,9.2,0,10,1,10.0,1.09,0.11,0.0,0.0,16.7,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Mário Rui,POR,DF,Napoli,Serie A,31,1991,19.4,0,11,4,36.4,0.57,0.21,0.0,0.0,21.9,2.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Aitor Ruibal,ESP,FW,Betis,La Liga,26,1996,16.2,0,15,6,40.0,0.93,0.37,0.0,0.0,19.8,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8
Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21.0,3,26,9,34.6,1.24,0.43,0.12,0.33,18.2,0.0,0,0,2.8,2.8,0.11,0.2,0.2
Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,0,1,0,0.0,0.16,0.0,0.0,0.0,8.6,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Georginio Rutter,FRA,GK,Leeds United,Premier League,20,2002,3.0,0,4,0,0.0,1.32,0.0,0.0,0.0,14.0,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,11.2,2,27,14,51.9,2.41,1.25,0.07,0.14,15.7,0.0,0,0,3.0,3.0,0.11,-1.0,-1.0
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24,1997,11.5,0,16,5,31.3,1.39,0.43,0.0,0.0,24.0,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,24,1997,15.7,1,10,3,30.0,0.64,0.19,0.1,0.33,22.4,0.0,0,0,0.5,0.5,0.05,0.5,0.5
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
José Sá,POR,GK,Wolves,Premier League,29,1993,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,1,12,3,25.0,0.64,0.16,0.08,0.33,22.7,0.0,0,0,0.5,0.5,0.04,0.5,0.5
Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,2,5,3,60.0,0.71,0.42,0.4,0.67,17.1,0.0,0,0,0.9,0.9,0.18,1.1,1.1
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,25,1996,11.9,2,31,9,29.0,2.61,0.76,0.03,0.11,25.5,8.0,1,2,3.0,1.4,0.04,-1.0,-0.4
Marcel Sabitzer,AUT,MF,Manchester Utd,Premier League,28,1994,7.0,0,11,3,27.3,1.58,0.43,0.0,0.0,18.2,1.0,0,0,0.7,0.7,0.07,-0.7,-0.7
Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,28,1994,7.0,1,15,5,33.3,2.15,0.72,0.07,0.2,21.7,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,1,6,2,33.3,0.21,0.07,0.17,0.5,16.7,0.0,0,0,0.8,0.8,0.13,0.2,0.2
Umar Sadiq,NGA,FW,Almería,La Liga,25,1997,2.7,2,7,3,42.9,2.62,1.13,0.29,0.67,14.5,0.0,0,0,1.5,1.5,0.21,0.5,0.5
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,25,1997,0.9,1,1,1,100.0,1.1,1.1,1.0,1.0,2.9,0.0,0,0,0.5,0.5,0.46,0.5,0.5
Alexis Saelemaekers,BEL,MF,Milan,Serie A,23,1999,15.6,2,35,10,28.6,2.25,0.64,0.06,0.2,20.7,0.0,0,0,2.5,2.5,0.07,-0.5,-0.5
Wesley Saïd,FRA,FW,Lens,Ligue 1,27,1995,7.2,5,27,10,37.0,3.77,1.4,0.19,0.5,14.5,0.0,0,0,3.3,3.3,0.12,1.7,1.7
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,1,28,11,39.3,2.25,0.88,0.04,0.09,17.6,0.0,0,0,1.6,1.6,0.06,-0.6,-0.6
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,1,3,2,66.7,0.51,0.34,0.33,0.5,20.5,0.0,0,0,0.4,0.4,0.14,0.6,0.6
Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,2,2,1,50.0,0.75,0.37,0.0,0.0,26.2,0.0,2,2,1.7,0.1,0.07,0.3,-0.1
Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,14,86,29,33.7,2.43,0.82,0.14,0.41,16.3,1.0,2,3,11.2,9.1,0.11,2.8,2.9
Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,1,30,9,30.0,1.63,0.49,0.03,0.11,24.1,2.0,0,0,1.7,1.7,0.06,-0.7,-0.7
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,1,3,2,66.7,0.35,0.24,0.33,0.5,6.1,0.0,0,0,0.5,0.5,0.18,0.5,0.5
Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ibrahim Salah,MAR,FW,Rennes,Ligue 1,20,2001,2.5,0,6,2,33.3,2.38,0.79,0.0,0.0,20.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,19,121,45,37.2,3.31,1.23,0.14,0.38,15.1,2.0,2,4,21.7,18.5,0.15,-2.7,-1.5
Amine Salama,FRA,MF,Angers,Ligue 1,22,2000,13.9,3,25,11,44.0,1.8,0.79,0.12,0.27,15.2,1.0,0,0,3.0,3.0,0.12,0.0,0.0
William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,2,6,3,50.0,0.22,0.11,0.33,0.67,13.8,0.0,0,0,0.9,0.9,0.15,1.1,1.1
Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,0,19,4,21.1,0.87,0.18,0.0,0.0,12.2,0.0,0,0,1.5,1.5,0.08,-1.5,-1.5
Roland Sallai,HUN,MF,Freiburg,Bundesliga,25,1997,11.1,1,32,11,34.4,2.87,0.99,0.03,0.09,17.4,0.0,0,0,2.6,2.6,0.08,-1.6,-1.6
Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,1,14,3,21.4,0.48,0.1,0.07,0.33,16.6,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2
Salvi,ESP,MF,Rayo Vallecano,La Liga,31,1991,5.4,0,9,3,33.3,1.65,0.55,0.0,0.0,17.2,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,5,50,18,36.0,2.43,0.88,0.1,0.28,25.7,7.0,0,0,2.4,2.4,0.05,2.6,2.6
Diadie Samassékou,MLI,GK,Hoffenheim,Bundesliga,26,1996,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,12,73,24,32.9,2.47,0.81,0.14,0.42,17.1,0.0,2,2,10.6,9.1,0.12,1.4,0.9
Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22,1999,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,22,1999,6.0,0,2,1,50.0,0.34,0.17,0.0,0.0,17.9,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,0,13,5,38.5,1.68,0.65,0.0,0.0,24.1,5.0,0,0,0.6,0.6,0.05,-0.6,-0.6
Samuel,BRA,MF,Valencia,La Liga,22,1999,32.1,6,96,33,34.4,2.99,1.03,0.06,0.18,17.9,0.0,0,0,7.8,7.7,0.08,-1.8,-1.7
Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,0,6,1,16.7,0.29,0.05,0.0,0.0,18.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,12,67,24,35.8,2.48,0.89,0.16,0.46,13.5,0.0,1,1,9.3,8.5,0.13,2.7,2.5
Leandro Sanca,GNB,FW,Spezia,Serie A,22,2000,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,10,56,19,33.9,1.99,0.68,0.14,0.42,17.6,0.0,2,2,7.6,6.0,0.11,2.4,2.0
Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,2,14,6,42.9,1.76,0.75,0.14,0.33,17.9,0.0,0,0,1.1,1.1,0.08,0.9,0.9
Alexis Sánchez,CHI,MF,Marseille,Ligue 1,33,1988,29.8,14,63,29,46.0,2.12,0.97,0.19,0.41,15.2,5.0,2,3,12.6,10.2,0.17,1.4,1.8
Antonio Sánchez,ESP,MF,Mallorca,La Liga,25,1997,12.0,0,12,5,41.7,1.0,0.42,0.0,0.0,22.5,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6
Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,0,6,2,33.3,0.63,0.21,0.0,0.0,12.2,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
Iván Sánchez,ESP,MF,Valladolid,La Liga,29,1992,12.8,1,17,7,41.2,1.33,0.55,0.06,0.14,22.6,0.0,0,0,0.8,0.8,0.05,0.2,0.2
Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,1,9,2,22.2,0.34,0.08,0.11,0.5,17.9,1.0,0,0,0.7,0.7,0.08,0.3,0.3
Manuel Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,0,10,3,30.0,0.42,0.13,0.0,0.0,20.8,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,ENG,FW,Manchester Utd,Premier League,22,2000,18.7,6,21,9,42.9,1.12,0.48,0.29,0.67,14.1,0.0,0,0,4.2,4.2,0.2,1.8,1.8
Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,0,5,0,0.0,0.25,0.0,0.0,0.0,22.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Leroy Sané,GER,GK,Bayern Munich,Bundesliga,26,1996,22.3,8,78,29,37.2,3.49,1.3,0.1,0.28,19.7,6.0,0,0,8.5,8.5,0.11,-0.5,-0.5
Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,FRA,MF,Aston Villa,Premier League,27,1994,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,27,1994,15.8,1,32,8,25.0,2.03,0.51,0.03,0.13,19.7,1.0,0,0,3.1,3.1,0.1,-2.1,-2.1
Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,4,22,8,36.4,2.68,0.97,0.18,0.5,18.0,2.0,0,0,2.8,2.8,0.13,1.2,1.2
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,2,19,8,42.1,0.94,0.4,0.11,0.25,23.2,0.0,0,0,1.1,1.1,0.06,0.9,0.9
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,4,37,13,35.1,2.76,0.97,0.11,0.31,19.4,0.0,0,0,2.8,2.8,0.08,1.2,1.2
Pablo Sarabia,ESP,MF,Wolves,Premier League,30,1992,8.5,1,20,5,25.0,2.35,0.59,0.05,0.2,14.8,1.0,0,0,3.1,3.1,0.15,-2.1,-2.1
Pablo Sarabia,ESP,MF,Paris S-G,Ligue 1,30,1992,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,10.4,0.0,0,0,1.3,1.3,0.22,-1.3,-1.3
