player,nation,pos,squad,comp,age,born,90s,sca,sca90,sca_passlive,sca_passdead,sca_to,sca_sh,sca_fld,sca_def,gca,gca90,gca_passlive,gca_passdead,gca_to,gca_sh,gca_fld,gca_def
Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,50.0,1.85,41.0,0.0,5.0,2.0,1.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0
Leandro Sanca,GNB,FW,Spezia,Serie A,22,2000,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,95.0,3.38,76.0,1.0,7.0,5.0,5.0,1.0,6.0,0.21,4.0,0.0,0.0,1.0,1.0,0.0
Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,19.0,2.39,15.0,1.0,0.0,3.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0
Alexis Sánchez,CHI,MF,Marseille,Ligue 1,33,1988,29.8,116.0,3.9,87.0,2.0,5.0,10.0,11.0,1.0,11.0,0.37,5.0,0.0,1.0,3.0,2.0,0.0
Antonio Sánchez,ESP,MF,Mallorca,La Liga,25,1997,12.0,18.0,1.51,12.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,5.0,0.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iván Sánchez,ESP,MF,Valladolid,La Liga,29,1992,12.8,42.0,3.38,31.0,4.0,4.0,2.0,1.0,0.0,2.0,0.16,1.0,1.0,0.0,0.0,0.0,0.0
Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,16.0,0.6,14.0,0.0,1.0,0.0,1.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Manuel Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,61.0,2.58,55.0,1.0,2.0,0.0,1.0,2.0,4.0,0.17,3.0,0.0,0.0,0.0,1.0,0.0
Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,ENG,FW,Manchester Utd,Premier League,22,2000,18.7,87.0,4.64,80.0,1.0,4.0,2.0,0.0,0.0,9.0,0.48,7.0,0.0,2.0,0.0,0.0,0.0
Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,36.0,1.81,32.0,0.0,2.0,0.0,1.0,1.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0
Leroy Sané,GER,GK,Bayern Munich,Bundesliga,26,1996,22.3,93.0,4.17,72.0,1.0,7.0,7.0,4.0,2.0,15.0,0.67,13.0,0.0,0.0,2.0,0.0,0.0
Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,FRA,MF,Aston Villa,Premier League,27,1994,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,27,1994,15.8,48.0,3.05,34.0,3.0,1.0,6.0,2.0,2.0,5.0,0.32,3.0,0.0,0.0,1.0,0.0,1.0
Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,31.0,3.77,19.0,3.0,3.0,2.0,4.0,0.0,7.0,0.85,3.0,1.0,0.0,1.0,2.0,0.0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,37.0,1.84,35.0,0.0,0.0,2.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,49.0,3.66,36.0,0.0,4.0,5.0,3.0,1.0,5.0,0.37,4.0,0.0,0.0,1.0,0.0,0.0
Pablo Sarabia,ESP,MF,Wolves,Premier League,30,1992,8.5,31.0,3.65,21.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Sarabia,ESP,MF,Paris S-G,Ligue 1,30,1992,4.1,19.0,4.61,12.0,6.0,0.0,0.0,1.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0
Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,21,2000,21.9,68.0,3.11,49.0,8.0,2.0,5.0,4.0,0.0,7.0,0.32,6.0,0.0,1.0,0.0,0.0,0.0
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,10.0,5.11,6.0,0.0,1.0,2.0,1.0,0.0,2.0,1.02,2.0,0.0,0.0,0.0,0.0,0.0
Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,9.0,1.51,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0
Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8.0,8.0,1.01,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,32.0,1.69,19.0,0.0,4.0,5.0,4.0,0.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,130.0,4.6,63.0,41.0,11.0,1.0,14.0,0.0,11.0,0.39,6.0,4.0,0.0,0.0,1.0,0.0
Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,11.0,0.51,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,35.0,1.43,26.0,4.0,1.0,1.0,3.0,0.0,3.0,0.12,2.0,1.0,0.0,0.0,0.0,0.0
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,26.0,33.0,1.27,29.0,1.0,2.0,0.0,0.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0
Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,24.0,2.33,20.0,0.0,1.0,2.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Gustavo Scarpa,BRA,MF,Nott'ham Forest,Premier League,28,1994,2.0,10.0,4.97,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Schade,GER,FW,Brentford,Premier League,20,2001,8.1,27.0,3.32,15.0,0.0,6.0,2.0,4.0,0.0,4.0,0.49,3.0,0.0,1.0,0.0,0.0,0.0
Kevin Schade,GER,MF,Freiburg,Bundesliga,20,2001,2.0,1.0,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,10.0,1.05,8.0,0.0,0.0,0.0,2.0,0.0,2.0,0.21,1.0,0.0,0.0,0.0,1.0,0.0
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,59.0,1.66,43.0,0.0,2.0,9.0,2.0,3.0,8.0,0.22,5.0,0.0,0.0,0.0,1.0,2.0
Derry Scherhant,GER,FW,Hertha BSC,Bundesliga,19,2002,3.2,4.0,1.26,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.32,0.0,0.0,1.0,0.0,0.0,0.0
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,28.0,2.68,21.0,0.0,1.0,3.0,3.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
Kingsley Schindler,GHA,MF,Köln,Bundesliga,29,1993,12.1,27.0,2.24,20.0,2.0,0.0,3.0,2.0,0.0,4.0,0.33,2.0,1.0,0.0,1.0,0.0,0.0
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,30.0,1.8,26.0,0.0,0.0,0.0,2.0,2.0,6.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25,1997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,8.2,5.0,0.61,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,25.0,32.0,1.28,24.0,0.0,2.0,3.0,1.0,2.0,7.0,0.28,5.0,0.0,0.0,0.0,0.0,2.0
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,29,1992,28.1,44.0,1.56,34.0,0.0,3.0,5.0,1.0,1.0,5.0,0.18,2.0,0.0,0.0,1.0,1.0,1.0
Kasper Schmeichel,DEN,GK,Nice,Ligue 1,35,1986,36.0,10.0,0.28,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,32,1990,0.5,2.0,4.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,22,2000,16.9,49.0,2.9,43.0,0.0,3.0,1.0,2.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,20,2002,2.8,3.0,1.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12.1,50.0,4.14,39.0,1.0,4.0,3.0,3.0,0.0,3.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0
Benno Schmitz,GER,DF,Köln,Bundesliga,27,1994,26.9,52.0,1.93,42.0,9.0,0.0,0.0,1.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0
Jerdy Schouten,NED,MF,Bologna,Serie A,25,1997,27.9,56.0,2.01,53.0,0.0,0.0,2.0,0.0,1.0,6.0,0.22,6.0,0.0,0.0,0.0,0.0,0.0
Perr Schuurs,NED,DF,Torino,Serie A,22,1999,25.9,20.0,0.77,14.0,0.0,3.0,1.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,34.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,22.6,10.0,0.44,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Sebastián,ESP,MF,Sevilla,La Liga,18,2004,1.7,2.0,1.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demba Seck,SEN,MF,Torino,Serie A,21,2001,5.8,14.0,2.42,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
Haris Seferović,SUI,FW,Celta Vigo,La Liga,30,1992,9.9,17.0,1.73,12.0,0.0,2.0,1.0,2.0,0.0,3.0,0.31,2.0,0.0,1.0,0.0,0.0,0.0
Telasco Segovia,VEN,MF,Sampdoria,Serie A,19,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,7.7,21.0,2.74,19.0,0.0,0.0,1.0,0.0,1.0,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,27.3,23.0,0.84,15.0,0.0,1.0,1.0,4.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Davie Selke,GER,FW,Hertha BSC,Bundesliga,27,1995,3.1,8.0,2.55,4.0,0.0,1.0,1.0,2.0,0.0,3.0,0.96,1.0,0.0,1.0,0.0,1.0,0.0
Davie Selke,GER,FW,Köln,Bundesliga,27,1995,9.7,22.0,2.28,15.0,0.0,2.0,4.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,38.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,29.2,35.0,1.2,28.0,0.0,0.0,4.0,3.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Vivaldo Semedo,POR,FW,Udinese,Serie A,17,2005,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,22,2000,2.9,7.0,2.44,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,27.7,16.0,0.58,14.0,1.0,0.0,1.0,0.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Stefano Sensi,ITA,MF,Monza,Serie A,26,1995,18.0,63.0,3.5,38.0,18.0,0.0,2.0,4.0,1.0,8.0,0.44,7.0,0.0,0.0,0.0,1.0,0.0
Jaime Seoane,ESP,MF,Getafe,La Liga,25,1997,3.6,10.0,2.76,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,22.5,41.0,1.82,29.0,1.0,4.0,2.0,4.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,25.7,55.0,2.14,40.0,5.0,1.0,3.0,5.0,1.0,4.0,0.16,3.0,0.0,0.0,0.0,1.0,0.0
Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,9.0,23.0,2.55,16.0,0.0,0.0,5.0,1.0,1.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0
Stephan El Shaarawy,ITA,FW,Roma,Serie A,29,1992,16.9,72.0,4.25,49.0,8.0,9.0,4.0,2.0,0.0,7.0,0.41,4.0,0.0,1.0,1.0,1.0,0.0
Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,67.0,2.36,50.0,9.0,3.0,1.0,4.0,0.0,7.0,0.25,6.0,0.0,0.0,0.0,1.0,0.0
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,30,1992,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,30,1992,6.0,16.0,2.67,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eldor Shomurodov,UZB,FW,Spezia,Serie A,27,1995,9.0,19.0,2.12,17.0,0.0,2.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Eldor Shomurodov,UZB,FW,Roma,Serie A,27,1995,1.3,2.0,1.51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaj Sierhuis,NED,FW,Reims,Ligue 1,24,1998,2.4,4.0,1.65,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,14.0,1.89,8.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,20,2002,22.0,28.0,1.28,16.0,8.0,1.0,1.0,2.0,0.0,5.0,0.23,2.0,1.0,1.0,1.0,0.0,0.0
André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,63.0,3.26,46.0,0.0,4.0,7.0,6.0,0.0,10.0,0.52,7.0,0.0,0.0,3.0,0.0,0.0
Bernardo Silva,POR,MF,Manchester City,Premier League,27,1994,24.5,75.0,3.06,65.0,1.0,4.0,1.0,3.0,1.0,12.0,0.49,11.0,0.0,0.0,0.0,1.0,0.0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,96.0,2.98,63.0,28.0,2.0,1.0,1.0,1.0,14.0,0.44,7.0,6.0,0.0,0.0,1.0,0.0
David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,77.0,3.58,67.0,0.0,3.0,4.0,1.0,2.0,14.0,0.65,13.0,0.0,0.0,0.0,0.0,1.0
Rui Silva,POR,GK,Betis,La Liga,28,1994,26.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,18.0,0.69,16.0,1.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38.0,8.0,0.21,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,34.0,1.67,24.0,0.0,1.0,4.0,5.0,0.0,7.0,0.34,2.0,0.0,1.0,1.0,3.0,0.0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,28.0,1.73,21.0,0.0,3.0,2.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0
Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,11.0,2.43,10.0,0.0,0.0,1.0,0.0,0.0,3.0,0.66,3.0,0.0,0.0,0.0,0.0,0.0
Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,6.0,2.37,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.79,1.0,0.0,1.0,0.0,0.0,0.0
Moses Simon,NGA,FW,Nantes,Ligue 1,27,1995,26.1,85.0,3.26,58.0,10.0,7.0,7.0,3.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0
Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassine Sinayoko,MLI,FW,Auxerre,Ligue 1,22,1999,17.4,61.0,3.49,42.0,0.0,4.0,9.0,5.0,1.0,7.0,0.4,3.0,0.0,0.0,2.0,2.0,0.0
Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,45.0,1.98,29.0,0.0,7.0,7.0,2.0,0.0,4.0,0.18,2.0,0.0,1.0,1.0,0.0,0.0
Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,33.0,3.43,26.0,0.0,2.0,2.0,2.0,1.0,2.0,0.21,0.0,0.0,1.0,0.0,0.0,1.0
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,27,1995,3.8,9.0,2.34,7.0,0.0,1.0,1.0,0.0,0.0,3.0,0.78,2.0,0.0,0.0,1.0,0.0,0.0
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,32.0,2.2,25.0,0.0,0.0,2.0,4.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,35.0,1.64,32.0,0.0,0.0,3.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Tim Skarke,GER,MF,Union Berlin,Bundesliga,25,1996,0.6,1.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Skarke,GER,MF,Schalke 04,Bundesliga,25,1996,4.9,19.0,3.87,12.0,4.0,0.0,1.0,1.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,56.0,1.76,48.0,0.0,1.0,5.0,0.0,2.0,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0
Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,27.0,1.63,24.0,0.0,0.0,0.0,2.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0
Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,2.0,0.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37.0,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15.0,46.0,3.07,28.0,8.0,2.0,5.0,3.0,0.0,3.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0
Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,11.0,0.56,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,3.0,11.74,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11.0,23.0,2.1,22.0,0.0,0.0,1.0,0.0,0.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0
Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,16.0,0.51,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,29.0,0.89,25.0,1.0,0.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,ENG,MF,Arsenal,Premier League,22,2000,1.9,9.0,4.68,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Soares,POR,DF,Arsenal,Premier League,30,1991,0.3,1.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Soares,POR,DF,Fulham,Premier League,30,1991,2.2,4.0,1.82,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,34.0,1.73,30.0,1.0,0.0,0.0,2.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,20.0,2.07,13.0,0.0,2.0,0.0,3.0,2.0,2.0,0.21,1.0,0.0,0.0,0.0,0.0,1.0
Rubén Sobrino,ESP,FW,Cádiz,La Liga,30,1992,27.4,53.0,1.94,39.0,0.0,1.0,4.0,6.0,3.0,5.0,0.18,5.0,0.0,0.0,0.0,0.0,0.0
Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,6.0,1.54,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.51,1.0,0.0,0.0,0.0,1.0,0.0
Dominic Solanke,ENG,FW,Bournemouth,Premier League,24,1997,31.8,61.0,1.92,36.0,1.0,11.0,10.0,2.0,1.0,13.0,0.41,10.0,1.0,0.0,2.0,0.0,0.0
Augusto Solari,ARG,MF,Celta Vigo,La Liga,30,1992,2.9,6.0,2.05,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0
Ola Solbakken,NOR,FW,Roma,Serie A,23,1998,5.6,16.0,2.87,10.0,3.0,2.0,0.0,1.0,0.0,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0
Nikola Soldo,CRO,DF,Köln,Bundesliga,21,2001,6.6,4.0,0.61,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Soler,ESP,MF,Valencia,La Liga,25,1997,2.7,6.0,2.23,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
