player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,xa,a-xag,kp,1/3,ppa,crspa,prgp
Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,1275.0,1397.0,91.3,23769.0,7731.0,445.0,479.0,92.9,707.0,739.0,95.7,103.0,144.0,71.5,0,0.3,0.4,-0.3,6.0,79.0,4.0,1.0,81.0
Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,7.0,11.0,63.6,87.0,19.0,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11.0,261.0,367.0,71.1,3733.0,663.0,143.0,192.0,74.5,87.0,117.0,74.4,13.0,21.0,61.9,1,1.2,1.5,-0.2,13.0,22.0,4.0,0.0,26.0
Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,1173.0,1344.0,87.3,22956.0,7520.0,335.0,366.0,91.5,713.0,778.0,91.6,113.0,162.0,69.8,1,0.4,0.8,0.6,6.0,35.0,3.0,0.0,51.0
Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,953.0,1264.0,75.4,16233.0,6898.0,450.0,513.0,87.7,398.0,501.0,79.4,88.0,194.0,45.4,1,1.3,1.5,-0.3,16.0,70.0,28.0,19.0,83.0
Emile Smith Rowe,ENG,MF,Arsenal,Premier League,22,2000,1.9,74.0,85.0,87.1,1070.0,240.0,44.0,48.0,91.7,24.0,28.0,85.7,5.0,6.0,83.3,2,0.7,0.6,1.3,6.0,3.0,4.0,0.0,7.0
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,287.0,355.0,80.8,5494.0,2389.0,96.0,111.0,86.5,166.0,188.0,88.3,23.0,45.0,51.1,0,0.0,0.1,0.0,0.0,8.0,0.0,0.0,18.0
Cédric Soares,POR,DF,Arsenal,Premier League,30,1991,0.3,19.0,24.0,79.2,257.0,54.0,10.0,10.0,100.0,8.0,10.0,80.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Cédric Soares,POR,DF,Fulham,Premier League,30,1991,2.2,143.0,186.0,76.9,2394.0,686.0,72.0,78.0,92.3,57.0,68.0,83.8,13.0,31.0,41.9,0,0.3,0.2,-0.3,2.0,13.0,4.0,3.0,12.0
Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,751.0,1004.0,74.8,13624.0,5004.0,333.0,383.0,86.9,312.0,412.0,75.7,92.0,159.0,57.9,0,1.3,1.1,-1.3,11.0,82.0,14.0,5.0,93.0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,298.0,391.0,76.2,4795.0,1729.0,156.0,179.0,87.2,108.0,151.0,71.5,21.0,43.0,48.8,1,0.8,0.7,0.2,8.0,25.0,10.0,3.0,34.0
Rubén Sobrino,ESP,FW,Cádiz,La Liga,30,1992,27.4,444.0,618.0,71.8,5754.0,1679.0,269.0,344.0,78.2,132.0,164.0,80.5,13.0,33.0,39.4,2,2.3,1.8,-0.3,24.0,28.0,8.0,3.0,46.0
Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,158.0,198.0,79.8,2779.0,704.0,60.0,68.0,88.2,78.0,91.0,85.7,15.0,28.0,53.6,0,0.1,0.1,-0.1,2.0,6.0,1.0,1.0,4.0
Dominic Solanke,ENG,FW,Bournemouth,Premier League,24,1997,31.8,363.0,533.0,68.1,4673.0,1106.0,225.0,294.0,76.5,101.0,135.0,74.8,14.0,24.0,58.3,7,3.9,2.4,3.1,21.0,22.0,17.0,1.0,47.0
Augusto Solari,ARG,MF,Celta Vigo,La Liga,30,1992,2.9,94.0,125.0,75.2,1364.0,362.0,53.0,60.0,88.3,33.0,40.0,82.5,5.0,13.0,38.5,1,0.2,0.3,0.8,4.0,9.0,2.0,0.0,12.0
Ola Solbakken,NOR,FW,Roma,Serie A,23,1998,5.6,112.0,159.0,70.4,1770.0,364.0,62.0,77.0,80.5,39.0,49.0,79.6,7.0,20.0,35.0,2,1.6,1.0,0.4,11.0,7.0,4.0,1.0,14.0
Nikola Soldo,CRO,DF,Köln,Bundesliga,21,2001,6.6,270.0,348.0,77.6,5661.0,1561.0,61.0,74.0,82.4,174.0,191.0,91.1,35.0,72.0,48.6,0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,15.0
Carlos Soler,ESP,MF,Valencia,La Liga,25,1997,2.7,92.0,123.0,74.8,1388.0,378.0,52.0,59.0,88.1,23.0,28.0,82.1,9.0,24.0,37.5,0,0.2,0.2,-0.2,4.0,5.0,4.0,0.0,13.0
Carlos Soler,ESP,MF,Paris S-G,Ligue 1,25,1997,13.2,544.0,641.0,84.9,7564.0,1756.0,313.0,352.0,88.9,165.0,188.0,87.8,27.0,46.0,58.7,2,1.4,1.4,0.6,13.0,40.0,5.0,1.0,53.0
François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,6.0,68.0,142.0,47.9,2073.0,1580.0,11.0,11.0,100.0,27.0,30.0,90.0,28.0,99.0,28.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,6.4,175.0,207.0,84.5,2474.0,575.0,104.0,117.0,88.9,57.0,62.0,91.9,7.0,11.0,63.6,0,0.4,0.7,-0.4,6.0,5.0,8.0,1.0,24.0
Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,33,1988,19.0,650.0,749.0,86.8,14570.0,9520.0,165.0,165.0,100.0,360.0,366.0,98.4,122.0,213.0,57.3,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,33,1988,10.0,499.0,609.0,81.9,11448.0,7432.0,124.0,125.0,99.2,280.0,285.0,98.2,94.0,196.0,48.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Brandon Soppy,FRA,DF,Udinese,Serie A,20,2002,1.0,22.0,32.0,68.8,322.0,140.0,13.0,14.0,92.9,7.0,10.0,70.0,1.0,6.0,16.7,0,0.2,0.0,-0.2,2.0,2.0,1.0,0.0,4.0
Brandon Soppy,FRA,DF,Atalanta,Serie A,20,2002,7.1,243.0,322.0,75.5,3511.0,1451.0,138.0,158.0,87.3,86.0,116.0,74.1,11.0,25.0,44.0,3,1.6,1.3,1.4,11.0,27.0,9.0,4.0,33.0
David Soria,ESP,GK,Getafe,La Liga,29,1993,38.0,610.0,1136.0,53.7,28998.0,25913.0,28.0,30.0,93.3,119.0,126.0,94.4,463.0,972.0,47.6,0,0.2,0.2,-0.2,4.0,57.0,3.0,0.0,1.0
Roberto Soriano,ITA,MF,Bologna,Serie A,31,1991,14.7,486.0,605.0,80.3,6944.0,1994.0,306.0,349.0,87.7,139.0,171.0,81.3,26.0,42.0,61.9,3,2.5,1.5,0.5,20.0,35.0,10.0,2.0,56.0
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,21.7,1076.0,1458.0,73.8,18458.0,7607.0,558.0,626.0,89.1,375.0,515.0,72.8,116.0,256.0,45.3,7,6.5,8.2,0.5,67.0,80.0,57.0,37.0,128.0
Joaquin Sosa,URU,DF,Bologna,Serie A,20,2002,7.6,308.0,379.0,81.3,6349.0,2250.0,101.0,118.0,85.6,161.0,180.0,89.4,43.0,73.0,58.9,0,0.0,0.1,0.0,0.0,22.0,0.0,0.0,13.0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,0.2,20.0,23.0,87.0,265.0,86.0,11.0,12.0,91.7,9.0,9.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Florian Sotoca,FRA,FW,Lens,Ligue 1,31,1990,33.9,1172.0,1536.0,76.3,20095.0,5544.0,549.0,655.0,83.8,445.0,585.0,76.1,122.0,187.0,65.2,9,8.1,6.1,0.9,59.0,122.0,56.0,17.0,186.0
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9.3,209.0,266.0,78.6,3457.0,554.0,102.0,115.0,88.7,84.0,109.0,77.1,18.0,25.0,72.0,2,1.1,0.8,0.9,15.0,11.0,8.0,2.0,27.0
Tomáš Souček,CZE,MF,West Ham,Premier League,27,1995,31.3,709.0,994.0,71.3,11602.0,3417.0,360.0,476.0,75.6,255.0,338.0,75.4,66.0,106.0,62.3,3,1.9,1.1,1.1,15.0,67.0,11.0,6.0,88.0
Matìas Soulé,ARG,GK,Juventus,Serie A,19,2003,4.7,138.0,168.0,82.1,2133.0,405.0,82.0,92.0,89.1,37.0,48.0,77.1,15.0,21.0,71.4,0,0.8,0.3,-0.8,9.0,6.0,4.0,1.0,15.0
Moussa Soumano,FRA,FW,Ajaccio,Ligue 1,17,2005,5.5,43.0,67.0,64.2,514.0,74.0,30.0,40.0,75.0,8.0,12.0,66.7,1.0,3.0,33.3,0,0.3,0.4,-0.3,5.0,0.0,1.0,1.0,1.0
Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,996.0,1075.0,92.7,18518.0,6098.0,358.0,376.0,95.2,550.0,580.0,94.8,78.0,95.0,82.1,0,0.0,0.1,0.0,1.0,28.0,1.0,0.0,50.0
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,18.1,776.0,902.0,86.0,11579.0,3059.0,429.0,470.0,91.3,276.0,314.0,87.9,39.0,57.0,68.4,0,0.4,0.5,-0.4,11.0,80.0,5.0,1.0,73.0
Arnaud Souquet,FRA,FW,Montpellier,Ligue 1,30,1992,4.0,104.0,137.0,75.9,1509.0,690.0,65.0,75.0,86.7,29.0,40.0,72.5,4.0,10.0,40.0,0,0.5,0.3,-0.5,3.0,7.0,1.0,1.0,10.0
Dyego Sousa,POR,FW,Almería,La Liga,32,1989,5.9,107.0,160.0,66.9,1396.0,361.0,60.0,83.0,72.3,38.0,52.0,73.1,2.0,6.0,33.3,1,1.0,0.9,0.0,10.0,4.0,5.0,0.0,16.0
Harry Souttar,AUS,DF,Leicester City,Premier League,23,1998,11.0,448.0,555.0,80.7,8500.0,3295.0,145.0,160.0,90.6,265.0,303.0,87.5,34.0,76.0,44.7,1,0.2,0.1,0.8,3.0,39.0,1.0,0.0,29.0
Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,27.0,726.0,909.0,79.9,12361.0,3394.0,343.0,396.0,86.6,295.0,353.0,83.6,66.0,106.0,62.3,1,0.6,0.7,0.4,11.0,85.0,4.0,1.0,82.0
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29.4,1324.0,1557.0,85.0,22905.0,6804.0,566.0,639.0,88.6,627.0,694.0,90.3,103.0,147.0,70.1,0,1.0,1.3,-1.0,17.0,137.0,20.0,1.0,186.0
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,5.9,241.0,309.0,78.0,4320.0,1537.0,104.0,115.0,90.4,112.0,136.0,82.4,22.0,48.0,45.8,0,0.1,0.0,-0.1,1.0,9.0,0.0,0.0,12.0
Kevin Spadanuda,SUI,DF,Ajaccio,Ligue 1,25,1997,11.8,212.0,264.0,80.3,3060.0,542.0,116.0,141.0,82.3,78.0,93.0,83.9,8.0,14.0,57.1,1,0.6,0.3,0.4,8.0,15.0,2.0,0.0,17.0
Djed Spence,ENG,DF,Tottenham,Premier League,21,2000,0.1,5.0,9.0,55.6,60.0,4.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djed Spence,ENG,DF,Rennes,Ligue 1,21,2000,6.4,278.0,315.0,88.3,4201.0,891.0,139.0,154.0,90.3,126.0,140.0,90.0,5.0,11.0,45.5,0,0.1,0.2,-0.1,2.0,23.0,5.0,1.0,21.0
Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,34.7,1778.0,2085.0,85.3,32238.0,10001.0,781.0,875.0,89.3,730.0,809.0,90.2,210.0,298.0,70.5,0,2.1,1.7,-2.1,22.0,192.0,22.0,5.0,231.0
Leonardo Spinazzola,ITA,DF,Roma,Serie A,29,1993,18.4,750.0,989.0,75.8,13111.0,4315.0,355.0,408.0,87.0,300.0,385.0,77.9,78.0,144.0,54.2,4,2.0,2.0,2.0,21.0,37.0,26.0,12.0,63.0
Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,14.9,362.0,462.0,78.4,9718.0,6618.0,59.0,59.0,100.0,209.0,212.0,98.6,94.0,191.0,49.2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,3.3,74.0,130.0,56.9,1088.0,392.0,42.0,53.0,79.2,27.0,50.0,54.0,3.0,12.0,25.0,0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0
Anton Stach,GER,MF,Mainz 05,Bundesliga,23,1998,23.0,619.0,897.0,69.0,9824.0,3597.0,321.0,423.0,75.9,218.0,298.0,73.2,50.0,105.0,47.6,4,3.6,4.0,0.4,31.0,70.0,25.0,6.0,106.0
Kostas Stafylidis,GRE,DF,Bochum,Bundesliga,28,1993,11.6,297.0,423.0,70.2,5874.0,2037.0,113.0,128.0,88.3,139.0,190.0,73.2,42.0,89.0,47.2,2,0.7,0.7,1.3,7.0,23.0,5.0,4.0,26.0
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,25,1996,20.6,412.0,622.0,66.2,6130.0,2060.0,236.0,307.0,76.9,142.0,196.0,72.4,19.0,51.0,37.3,3,1.8,2.6,1.2,16.0,34.0,20.0,3.0,61.0
Veit Stange,GER,MF,Hertha BSC,Bundesliga,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,22,2000,6.4,577.0,633.0,91.2,9398.0,2772.0,294.0,312.0,94.2,238.0,253.0,94.1,38.0,55.0,69.1,0,0.4,0.7,-0.4,4.0,43.0,11.0,3.0,66.0
Junior Stanislas,ENG,MF,Bournemouth,Premier League,32,1989,0.7,22.0,28.0,78.6,329.0,71.0,12.0,14.0,85.7,9.0,11.0,81.8,0.0,1.0,0.0,0,0.1,0.2,-0.1,2.0,3.0,0.0,0.0,4.0
Jay Stansfield,ENG,FW,Fulham,Premier League,19,2002,1.0,9.0,23.0,39.1,82.0,32.0,7.0,8.0,87.5,1.0,7.0,14.3,0.0,3.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,23.1,1027.0,1244.0,82.6,21155.0,8160.0,287.0,324.0,88.6,587.0,660.0,88.9,145.0,229.0,63.3,0,0.3,0.4,-0.3,4.0,57.0,5.0,1.0,65.0
Jason Steele,ENG,GK,Brighton,Premier League,31,1990,15.0,478.0,541.0,88.4,9705.0,6922.0,179.0,182.0,98.4,216.0,222.0,97.3,80.0,130.0,61.5,1,0.1,0.2,0.9,1.0,2.0,0.0,0.0,0.0
Calvin Stengs,NED,FW,Nice,Ligue 1,23,1998,2.4,82.0,100.0,82.0,1288.0,254.0,45.0,55.0,81.8,31.0,34.0,91.2,3.0,7.0,42.9,0,0.1,0.4,-0.1,1.0,11.0,2.0,0.0,12.0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,3.7,174.0,223.0,78.0,3784.0,1405.0,71.0,78.0,91.0,58.0,72.0,80.6,44.0,67.0,65.7,1,0.6,0.6,0.4,8.0,11.0,4.0,2.0,13.0
Jack Stephens,ENG,DF,Southampton,Premier League,28,1994,0.5,23.0,28.0,82.1,398.0,107.0,9.0,10.0,90.0,13.0,17.0,76.5,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Jack Stephens,ENG,DF,Bournemouth,Premier League,28,1994,13.0,446.0,543.0,82.1,8713.0,3133.0,156.0,173.0,90.2,233.0,263.0,88.6,53.0,94.0,56.4,0,0.2,0.2,-0.2,3.0,37.0,3.0,2.0,34.0
Raheem Sterling,ENG,FW,Chelsea,Premier League,27,1994,21.0,514.0,685.0,75.0,6522.0,1357.0,326.0,386.0,84.5,136.0,179.0,76.0,18.0,33.0,54.5,3,4.6,3.2,-1.6,34.0,26.0,31.0,9.0,59.0
Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,7.8,279.0,363.0,76.9,4425.0,1193.0,154.0,183.0,84.2,93.0,111.0,83.8,22.0,34.0,64.7,1,0.5,0.6,0.5,3.0,26.0,5.0,0.0,34.0
Lars Stindl,GER,MF,M'Gladbach,Bundesliga,33,1988,19.3,624.0,776.0,80.4,9604.0,2627.0,341.0,398.0,85.7,203.0,238.0,85.3,45.0,64.0,70.3,7,6.2,3.5,0.8,40.0,67.0,17.0,1.0,77.0
Kevin Stöger,AUT,MF,Bochum,Bundesliga,28,1993,28.9,1114.0,1607.0,69.3,20465.0,7740.0,504.0,609.0,82.8,414.0,570.0,72.6,163.0,321.0,50.8,3,5.7,7.8,-2.7,68.0,153.0,46.0,11.0,214.0
Petar Stojanović,SVN,DF,Empoli,Serie A,26,1995,17.0,821.0,1029.0,79.8,14171.0,5058.0,410.0,466.0,88.0,308.0,370.0,83.2,89.0,145.0,61.4,1,1.0,1.2,0.0,19.0,58.0,19.0,6.0,91.0
John Stones,ENG,DF,Manchester City,Premier League,28,1994,20.5,1453.0,1563.0,93.0,24351.0,6789.0,708.0,740.0,95.7,625.0,666.0,93.8,99.0,124.0,79.8,2,1.4,1.0,0.6,8.0,109.0,3.0,0.0,101.0
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,22,2000,18.9,232.0,339.0,68.4,3020.0,423.0,139.0,192.0,72.4,53.0,80.0,66.3,12.0,19.0,63.2,4,2.0,1.1,2.0,12.0,14.0,3.0,1.0,14.0
Tony Strata,FRA,FW,Ajaccio,Ligue 1,17,2004,1.5,29.0,37.0,78.4,453.0,124.0,14.0,14.0,100.0,11.0,14.0,78.6,2.0,7.0,28.6,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Gabriel Strefezza,BRA,MF,Lecce,Serie A,25,1997,27.1,553.0,886.0,62.4,9963.0,3082.0,278.0,353.0,78.8,170.0,258.0,65.9,87.0,196.0,44.4,4,4.3,3.8,-0.3,48.0,64.0,43.0,17.0,107.0
Dávid Strelec,SVK,FW,Spezia,Serie A,21,2001,1.9,25.0,43.0,58.1,294.0,30.0,19.0,27.0,70.4,5.0,9.0,55.6,0.0,1.0,0.0,0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,1.0
Pascal Struijk,NED,DF,Leeds United,Premier League,22,1999,24.4,1046.0,1320.0,79.2,15839.0,6757.0,571.0,655.0,87.2,396.0,485.0,81.6,51.0,104.0,49.0,1,2.4,1.2,-1.4,14.0,90.0,13.0,4.0,119.0
Cristhian Stuani,URU,FW,Girona,La Liga,35,1986,12.1,122.0,168.0,72.6,1464.0,132.0,79.0,95.0,83.2,25.0,44.0,56.8,5.0,7.0,71.4,0,1.3,1.2,-1.3,7.0,6.0,3.0,0.0,10.0
Damián Suárez,URU,DF,Getafe,La Liga,34,1988,21.6,649.0,962.0,67.5,11863.0,5603.0,300.0,367.0,81.7,252.0,343.0,73.5,82.0,194.0,42.3,1,1.8,1.7,-0.8,26.0,61.0,23.0,14.0,80.0
Denis Suárez,ESP,MF,Espanyol,La Liga,28,1994,10.5,331.0,452.0,73.2,5200.0,1637.0,183.0,228.0,80.3,109.0,133.0,82.0,28.0,66.0,42.4,0,1.1,1.5,-1.1,16.0,36.0,14.0,4.0,43.0
Mario Suárez,ESP,MF,Rayo Vallecano,La Liga,35,1987,0.1,2.0,3.0,66.7,28.0,6.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,24,1997,14.0,687.0,828.0,83.0,10771.0,4493.0,344.0,384.0,89.6,281.0,324.0,86.7,38.0,64.0,59.4,1,0.8,0.9,0.2,11.0,49.0,15.0,2.0,79.0
Isaac Success,NGA,FW,Udinese,Serie A,26,1996,20.2,372.0,570.0,65.3,5429.0,1119.0,207.0,288.0,71.9,99.0,144.0,68.8,32.0,51.0,62.7,6,4.0,3.3,2.0,31.0,22.0,19.0,1.0,53.0
Niklas Süle,GER,DF,Dortmund,Bundesliga,26,1995,23.5,1677.0,1851.0,90.6,31584.0,10145.0,659.0,701.0,94.0,770.0,830.0,92.8,211.0,260.0,81.2,3,2.2,1.6,0.8,17.0,116.0,9.0,2.0,137.0
Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,7.2,133.0,183.0,72.7,2479.0,777.0,53.0,60.0,88.3,64.0,78.0,82.1,13.0,26.0,50.0,0,0.2,0.1,-0.2,5.0,18.0,1.0,1.0,18.0
Kamaldeen Sulemana,GHA,MF,Southampton,Premier League,20,2002,10.7,189.0,265.0,71.3,2901.0,617.0,103.0,128.0,80.5,59.0,75.0,78.7,16.0,31.0,51.6,1,1.3,1.0,-0.3,14.0,11.0,10.0,1.0,36.0
Kamaldeen Sulemana,GHA,MF,Rennes,Ligue 1,20,2002,3.6,127.0,155.0,81.9,2261.0,415.0,64.0,73.0,87.7,43.0,48.0,89.6,16.0,22.0,72.7,0,0.6,0.9,-0.6,6.0,7.0,5.0,2.0,18.0
Crysencio Summerville,NED,FW,Leeds United,Premier League,20,2001,15.8,308.0,411.0,74.9,3839.0,1067.0,208.0,256.0,81.3,72.0,92.0,78.3,9.0,24.0,37.5,2,1.6,1.1,0.4,16.0,20.0,12.0,2.0,45.0
Ivan Šunjić,CRO,MF,Hertha BSC,Bundesliga,25,1996,11.0,270.0,361.0,74.8,4449.0,1498.0,144.0,172.0,83.7,92.0,118.0,78.0,24.0,45.0,53.3,0,0.2,0.4,-0.2,4.0,34.0,4.0,0.0,30.0
Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,3.6,40.0,81.0,49.4,551.0,168.0,25.0,45.0,55.6,13.0,24.0,54.2,1.0,3.0,33.3,0,0.1,0.0,-0.1,1.0,4.0,0.0,0.0,6.0
Suso,ESP,FW,Sevilla,La Liga,28,1993,11.8,444.0,572.0,77.6,8092.0,2148.0,223.0,245.0,91.0,156.0,198.0,78.8,59.0,101.0,58.4,4,2.8,3.2,1.2,28.0,40.0,28.0,7.0,86.0
Yuito Suzuki,JPN,GK,Strasbourg,Ligue 1,20,2001,0.4,11.0,13.0,84.6,196.0,32.0,5.0,7.0,71.4,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,23,1999,20.4,394.0,567.0,69.5,6388.0,1971.0,188.0,247.0,76.1,146.0,191.0,76.4,38.0,74.0,51.4,6,5.0,4.4,1.0,27.0,34.0,23.0,6.0,74.0
Mile Svilar,SRB,GK,Roma,Serie A,22,1999,3.0,49.0,77.0,63.6,1589.0,1235.0,4.0,4.0,100.0,25.0,25.0,100.0,19.0,47.0,40.4,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Williot Swedberg,SWE,MF,Celta Vigo,La Liga,18,2004,0.6,14.0,17.0,82.4,176.0,50.0,8.0,10.0,80.0,4.0,5.0,80.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0.0,1.0,2.0,0.0,4.0
Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,28,1994,14.5,647.0,817.0,79.2,10539.0,3906.0,326.0,378.0,86.2,251.0,310.0,81.0,51.0,82.0,62.2,3,2.0,0.8,1.0,17.0,50.0,12.0,4.0,82.0
Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,28,1994,15.2,645.0,838.0,77.0,9771.0,3801.0,339.0,407.0,83.3,246.0,307.0,80.1,31.0,56.0,55.4,0,0.5,1.1,-0.5,6.0,58.0,20.0,4.0,95.0
Wojciech Szczęsny,POL,GK,Juventus,Serie A,32,1990,27.5,625.0,789.0,79.2,18108.0,12812.0,99.0,99.0,100.0,287.0,290.0,99.0,238.0,395.0,60.3,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
Dominik Szoboszlai,HUN,MF,RB Leipzig,Bundesliga,21,2000,27.2,1262.0,1580.0,79.9,21421.0,5686.0,665.0,757.0,87.8,405.0,491.0,82.5,145.0,210.0,69.0,8,8.1,8.6,-0.1,70.0,107.0,46.0,9.0,151.0
Alexander Sørloth,NOR,FW,Real Sociedad,La Liga,26,1995,26.5,329.0,481.0,68.4,4213.0,567.0,210.0,269.0,78.1,88.0,132.0,66.7,9.0,16.0,56.3,3,4.2,1.9,-1.2,31.0,11.0,10.0,2.0,20.0
Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,26,1995,0.1,2.0,2.0,100.0,21.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,29,1992,33.2,1587.0,1883.0,84.3,24353.0,7754.0,816.0,906.0,90.1,642.0,751.0,85.5,69.0,122.0,56.6,3,4.2,3.8,-1.2,24.0,123.0,36.0,7.0,156.0
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,27.6,1455.0,1637.0,88.9,27748.0,9605.0,495.0,533.0,92.9,812.0,875.0,92.8,137.0,196.0,69.9,0,0.5,0.3,-0.5,6.0,59.0,3.0,0.0,56.0
Benjamin Tahirovic,BIH,MF,Roma,Serie A,19,2003,3.9,133.0,156.0,85.3,2282.0,474.0,60.0,66.0,90.9,56.0,64.0,87.5,14.0,19.0,73.7,0,0.2,0.2,-0.2,4.0,8.0,2.0,2.0,9.0
Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,2.1,134.0,150.0,89.3,2006.0,531.0,68.0,77.0,88.3,56.0,58.0,96.6,4.0,5.0,80.0,1,0.1,0.3,0.9,1.0,12.0,2.0,0.0,16.0
Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,18.7,933.0,1087.0,85.8,16420.0,4480.0,410.0,467.0,87.8,375.0,416.0,90.1,111.0,139.0,79.9,2,2.2,2.5,-0.2,22.0,119.0,29.0,1.0,154.0
Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,38.0,1753.0,1970.0,89.0,31264.0,10740.0,614.0,653.0,94.0,970.0,1030.0,94.2,113.0,218.0,51.8,2,0.5,0.6,1.5,5.0,40.0,2.0,1.0,61.0
Thibault Tamas,FRA,DF,Montpellier,Ligue 1,21,2001,0.1,5.0,7.0,71.4,71.0,29.0,2.0,2.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,33.7,835.0,1092.0,76.5,14351.0,4390.0,376.0,468.0,80.3,363.0,430.0,84.4,73.0,116.0,62.9,0,0.9,1.2,-0.9,22.0,91.0,17.0,3.0,103.0
Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,1.6,82.0,92.0,89.1,1323.0,541.0,42.0,46.0,91.3,34.0,38.0,89.5,5.0,7.0,71.4,0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0
